0	54971.41876511111	5.62550364760682	5.	5.
1	55021.02078122222	-2.398750358261168	8.1	8.1
2	55070.631477888885	2.07699564518407	4.5	4.5
3	55120.23779955556	0.2527416532393545	6.	6.
4	55169.83801011111	-10.371512352721766	6.300000000000001	6.300000000000001
5	55219.448637333335	-5.9957663412205875	6.2	6.2
6	55269.05801455556	-3.420020341873169	6.8	6.8
7	55318.66843344444	0.6557256518863142	4.2	4.2
8	55368.290657888894	21.731471669627354	3.6	3.6
9	55417.89038233334	10.40721766767092	6.500000000000001	6.500000000000001
10	55467.48996788889	-1.11703633912839	6.	6.
11	55517.10476077777	9.257269660010934	6.6	6.6
13	55616.318168000005	6.708761671325192	4.4	4.4
14	55665.92296188889	2.684507668018341	9.8	9.8
15	55715.530047444445	1.9602536712773144	5.3	5.3
16	55765.142688555556	9.235999669181183	6.700000000000001	6.700000000000001
17	55814.74685744445	4.311745675513521	5.5	5.5
18	55864.343318	-11.712508324999362	5.6	5.6
19	55913.968667444446	13.86323767597787	12.	12.
20	55963.56818355555	2.2389836667571217	6.500000000000001	6.500000000000001
22	56062.775826888894	-8.609524313360453	6.4	6.4
23	56112.387218	-3.1337783171329647	5.7	5.7
24	56161.996247	-1.0594723094254732	5.3	5.3
25	56211.62437422222	28.516273683635518	9.5	9.5
26	56261.224793111105	18.192019674461335	4.1	4.1
28	56360.43222811111	7.0435116870794445	6.9	6.9
29	56410.04403588889	13.119257687358186	5.6	5.6
